X,Y,featurecla,scalerank,name,name_abb,name_alt,note,delta,dam_name,year,admin,min_zoom,min_label
-93.9948041972592,50.3022332788403,Lake,8,,,,_untitled_56,,,-99,,6,7
-91.8542524289945,50.0158169831411,Lake,8,Minnitaki Lake,Minnitaki L.,,,,,-99,,6,7
-110.336348284853,65.4326965954716,Lake,8,Contwoyto Lake,Contwoyto L.,,,,,-99,,6,7
-97.650208441895,63.9293789982102,Lake,8,,,,_untitled_55,,,-99,,6,7
-98.4690026528311,63.9629365087032,Lake,8,,,,_untitled_54,,,-99,,6,7
-98.87338037025,63.7595308968552,Lake,8,,,,_untitled_53,,,-99,,6,7
-101.38983879088,60.973374433554,Lake,8,,,,_untitled_52,,,-99,,6,7
-101.138890128492,59.5855947561917,Lake,8,,,,_untitled_51,,,-99,,6,7
-97.2915063215056,60.3886200950069,Lake,8,,,,_untitled_50,,,-99,,6,7
-99.4266055513387,60.2290747381016,Lake,8,Nueltin Lake,Nueltin L.,,,,,-99,,6,7
-124.588129173631,66.9352782824152,Lake,8,,,,_untitled_49,,,-99,,6,7
-107.850951593986,63.1519633384555,Lake,8,,,,_untitled_48,,,-99,,6,7
-135.163041414671,61.1580879233291,Lake,8,,,,_untitled_47,,,-99,,6,7
-134.179317812668,59.9826919636923,Lake,8,,,,_untitled_46,,,-99,,6,7
-105.468178441335,21.8665114158574,Lake,8,,,,_untitled_42,,,-99,,6,7
-93.3090073678229,29.9587284527706,Lake,8,,,,_untitled_38,,,-99,,6,7
-90.2141822259766,29.7659199494993,Lake,8,,,,_untitled_37,,,-99,,6,7
-115.73999335434,55.4505146803096,Lake,8,Lesser Slave Lake,Lesser Slave L.,,,,,-99,,6,7
-74.2977467633682,59.4329669562739,Lake,8,Lake Payne,L. Payne,,,,,-99,,6,7
-100.555525705575,20.0803098924224,Lake,8,,,,_untitled_35,,,-99,,6,7
-100.204100308034,20.0627952268581,Lake,8,,,,_untitled_34,,,-99,,6,7
-74.7322942171646,57.3110431458453,Lake,8,Lac Minto,L. Minto,,,,,-99,,6,7
-111.200947207685,44.808809938309,Lake,8,Hebgen Lake,Hebgen L.,,,,,-99,,6,7
-113.39415226567,42.6720207394603,Lake,8,Lake Walcott,L. Walcott,,,,,-99,,6,7
-105.845154253758,40.175371395193,Lake,8,Lake Granby,L. Granby,,,,,-99,,6,7
-99.3610595046512,65.9612273857365,Lake,8,Garry Lake,Garry L.,,,,,-99,,6,7
-159.022462330159,60.0456858868985,Lake,8,,,Tikchik Lakes,,,,-99,,6,7
-158.76921660798,59.6700772606785,Lake,8,,,Tikchik Lakes,,,,-99,,6,7
-158.85651057129,59.376007497674,Lake,8,,,Tikchik Lakes,,,,-99,,6,7
-158.867789236062,60.3635991442007,Lake,8,,,Tikchik Lakes,,,,-99,,6,7
-158.734099176453,59.7878229115312,Lake,8,,,Tikchik Lakes,,,,-99,,6,7
-152.192574983073,63.8946440312087,Lake,8,Lake Minchumina,L. Minchumina,,,,,-99,,6,7
-131.785881098868,67.6976813716863,Lake,8,Travaillant Lake,Travaillant L.,,,,,-99,,6,7
-75.219152253871,58.2225416655085,Lake,8,Lac Chavigny,L. Chavigny,,,,,-99,,6,7
-89.0315185686819,14.0089025882682,Lake,8,,,,_untitled_21,,,-99,,6,7
-88.7723639309152,13.9925653792124,Lake,8,,,,_untitled_20,,,-99,,6,7
-83.2908925675505,14.3000287100014,Lake,8,,,,_untitled_19,,,-99,,6,7
-109.35321944811,30.5046267265363,Lake,8,,,,_untitled_2,,,-99,,6,7
-108.527929162091,26.6203448869703,Lake,8,Presa Miguel Hidalgo,Presa Miguel Hidalgo,,,,,-99,,6,7
-115.868594421513,50.2430660892868,Lake,8,,,,_untitled_0,,,-99,,6,7
-81.6194681894778,28.6201075846393,Lake,9,Lake Apopka,L. Apopka,,,,,-99,,7,8
-81.2705936102356,27.3727395959189,Lake,9,Lake Istokpoga,L. Istokpoga,,,,,-99,,7,8
-100.506977291747,63.6678364712537,Lake,9,,,,_untitled_317,,,-99,,7,8
-94.4533019615728,18.0371284860015,Lake,9,,,,_untitled_308,,,-99,,7,8
-97.8722049189297,22.1433608774248,Lake,9,Laguna de Pueblo Viejo,Lag. de Pueblo Viejo,,,,,-99,,7,8
-98.0816014677918,22.2173934553984,Lake,9,Laguna Chil,Lag. Chil,,,,,-99,,7,8
-75.5691201156342,69.5557077421414,Lake,9,,,,_untitled_142,,,-99,,7,8
-79.5109974349994,70.8578274585083,Lake,9,,,,_untitled_141,,,-99,,7,8
-79.959200326547,70.2105207429458,Lake,9,,,,_untitled_140,,,-99,,7,8
-80.6995990063373,70.9243537512401,Lake,9,,,,_untitled_139,,,-99,,7,8
-92.9618641605286,69.9248403575645,Lake,9,,,,_untitled_138,,,-99,,7,8
-93.6936680987843,69.7555809844638,Lake,9,,,,_untitled_137,,,-99,,7,8
-94.0432287154957,71.5470810621871,Lake,9,,,,_untitled_136,,,-99,,7,8
-98.3231851055657,72.6080429674014,Lake,9,,,,_untitled_135,,,-99,,7,8
-106.506185031434,72.0742872138799,Lake,9,,,,_untitled_134,,,-99,,7,8
-106.62629847051,71.0532852389237,Lake,9,Zeta Lake,Zeta L.,,,,,-99,,7,8
-108.291286977649,70.8035172770525,Lake,9,,,,_untitled_133,,,-99,,7,8
-112.539754301103,69.9280783629629,Lake,9,,,,_untitled_132,,,-99,,7,8
-111.214346535631,69.2068862514903,Lake,9,,,,_untitled_131,,,-99,,7,8
-110.621738485122,69.0669161090392,Lake,9,,,,_untitled_130,,,-99,,7,8
-109.444192542899,69.7523429790653,Lake,9,,,,_untitled_129,,,-99,,7,8
-108.592252046549,69.2997581336004,Lake,9,,,,_untitled_128,,,-99,,7,8
-107.887638753108,69.6238530375723,Lake,9,,,,_untitled_127,,,-99,,7,8
-108.374720396812,69.8093024376653,Lake,9,,,,_untitled_126,,,-99,,7,8
-108.949546692363,70.0293396226962,Lake,9,,,,_untitled_125,,,-99,,7,8
-107.720548857509,69.7635288158963,Lake,9,,,,_untitled_124,,,-99,,7,8
-107.299196354009,69.6569690018747,Lake,9,,,,_untitled_123,,,-99,,7,8
-103.205476652181,69.7916405900374,Lake,9,,,,_untitled_122,,,-99,,7,8
-164.66223545473,61.528986723515,Lake,9,,,,_untitled_121,,,-99,,7,8
-164.623935841435,62.0644350707675,Lake,9,,,,_untitled_120,,,-99,,7,8
-162.264835881994,62.2351662645039,Lake,9,,,,_untitled_119,,,-99,,7,8
-160.401828452776,61.6259797034049,Lake,9,,,,_untitled_118,,,-99,,7,8
-163.271831643826,61.0469654653369,Lake,9,,,,_untitled_117,,,-99,,7,8
-164.368247497047,60.330630361962,Lake,9,,,,_untitled_116,,,-99,,7,8
-161.737703958485,60.5034221045883,Lake,9,,,,_untitled_115,,,-99,,7,8
-162.043951687926,60.3041375905201,Lake,9,,,,_untitled_114,,,-99,,7,8
-159.227359632594,59.1072530496027,Lake,9,,,,_untitled_113,,,-99,,7,8
-159.441488750957,59.102101677378,Lake,9,,,,_untitled_112,,,-99,,7,8
-153.87902111796,60.9785258057788,Lake,9,,,,_untitled_111,,,-99,,7,8
-155.412860676671,58.7111861165471,Lake,9,,,,_untitled_110,,,-99,,7,8
-155.896737841934,58.5161698823224,Lake,9,,,,_untitled_109,,,-99,,7,8
-150.405516373378,60.4282120701061,Lake,9,,,,_untitled_108,,,-99,,7,8
-142.756425116716,63.1022158009702,Lake,9,Tetlin Lake,Tetlin L.,,,,,-99,,7,8
-146.491018613785,61.8954700617939,Lake,9,,,,_untitled_107,,,-99,,7,8
-116.69006797385,68.2603584006985,Lake,9,,,,_untitled_106,,,-99,,7,8
-126.099842592281,68.6358198448549,Lake,9,,,,_untitled_105,,,-99,,7,8
-125.296164058373,68.2800807972163,Lake,9,,,,_untitled_104,,,-99,,7,8
-126.600655364087,68.1274529972985,Lake,9,,,,_untitled_103,,,-99,,7,8
-125.365292610639,65.5064348093181,Lake,9,,,,_untitled_102,,,-99,,7,8
-126.35608370459,65.4706695678716,Lake,9,,,,_untitled_101,,,-99,,7,8
-128.388870234084,66.9120235163718,Lake,9,,,,_untitled_100,,,-99,,7,8
-132.842997463833,67.9902793140552,Lake,9,,,,_untitled_99,,,-99,,7,8
-133.479692316155,68.2148791430566,Lake,9,,,,_untitled_98,,,-99,,7,8
-103.368325824542,66.4323571712108,Lake,9,,,,_untitled_97,,,-99,,7,8
-103.045388890853,65.0146995349447,Lake,9,,,,_untitled_96,,,-99,,7,8
-109.000460041975,65.4178312070515,Lake,9,,,,_untitled_95,,,-99,,7,8
-106.783992101462,64.3308916676178,Lake,9,,,,_untitled_94,,,-99,,7,8
-111.432358446463,64.9714280082563,Lake,9,,,,_untitled_93,,,-99,,7,8
-112.300403496523,65.8789526122032,Lake,9,,,,_untitled_92,,,-99,,7,8
-116.972026477743,67.3746167421593,Lake,9,,,,_untitled_91,,,-99,,7,8
-116.169489198005,64.2393444240798,Lake,9,,,,_untitled_90,,,-99,,7,8
-117.767190147039,64.5475436651867,Lake,9,,,,_untitled_89,,,-99,,7,8
-109.088930292332,59.8071037618583,Lake,9,,,,_untitled_88,,,-99,,7,8
-111.442075308444,64.2297775899481,Lake,9,,,,_untitled_87,,,-99,,7,8
-119.066426084116,63.983689179666,Lake,9,,,,_untitled_86,,,-99,,7,8
-117.6544824187,60.9364317355989,Lake,9,,,,_untitled_85,,,-99,,7,8
-118.809234491134,59.7451401130971,Lake,9,,,,_untitled_84,,,-99,,7,8
-121.620539969973,64.6240783382409,Lake,9,,,,_untitled_83,,,-99,,7,8
-122.382064522029,67.4985440396817,Lake,9,,,,_untitled_82,,,-99,,7,8
-98.6862015630699,65.7229396248235,Lake,9,,,,_untitled_81,,,-99,,7,8
-100.859236332062,66.4791610674247,Lake,9,,,,_untitled_80,,,-99,,7,8
-90.6610941681589,66.7086179045238,Lake,9,,,,_untitled_79,,,-99,,7,8
-89.2394974629403,66.6843328640355,Lake,9,,,,_untitled_78,,,-99,,7,8
-88.7835283274649,66.6178065713037,Lake,9,,,,_untitled_77,,,-99,,7,8
-87.1431536965744,66.7689625505858,Lake,9,,,,_untitled_76,,,-99,,7,8
-87.9118084528352,66.5028573796588,Lake,9,,,,_untitled_75,,,-99,,7,8
-93.0836962838737,64.8625132812176,Lake,9,,,,_untitled_74,,,-99,,7,8
-94.4273937742023,63.1225269257423,Lake,9,,,,_untitled_73,,,-99,,7,8
-99.3703565782154,64.1766448650008,Lake,9,,,,_untitled_72,,,-99,,7,8
-96.4772613465717,63.9566076799699,Lake,9,,,,_untitled_71,,,-99,,7,8
-95.9246745509381,65.3237818684329,Lake,9,,,,_untitled_70,,,-99,,7,8
-95.4207709424121,65.1701237940702,Lake,9,,,,_untitled_69,,,-99,,7,8
-96.1157190002133,64.5640280563061,Lake,9,,,,_untitled_68,,,-99,,7,8
-97.8403702649341,65.611228438577,Lake,9,,,,_untitled_67,,,-99,,7,8
-99.3030526828642,65.531897306315,Lake,9,,,,_untitled_66,,,-99,,7,8
-99.6417450688573,65.2528401137942,Lake,9,,,,_untitled_65,,,-99,,7,8
-102.353130360152,65.094913759588,Lake,9,,,,_untitled_64,,,-99,,7,8
-95.1920207774431,61.6183262360995,Lake,9,,,,_untitled_63,,,-99,,7,8
-95.8865302550896,62.9033728330928,Lake,9,,,,_untitled_62,,,-99,,7,8
-99.8716352469424,63.9969355653869,Lake,9,,,,_untitled_61,,,-99,,7,8
-103.2448406642,55.2449013375081,Lake,9,,,,_untitled_59,,,-99,,7,8
-101.687682799391,58.7130994833735,Lake,9,,,,_untitled_58,,,-99,,7,8
-102.347052827372,58.8370267808959,Lake,9,,,,_untitled_57,,,-99,,7,8
-102.898098231197,58.8333472293067,Lake,9,,,,_untitled_56,,,-99,,7,8
-104.24052512708,61.419483268222,Lake,9,,,,_untitled_55,,,-99,,7,8
-97.8251901662305,57.0336049560237,Lake,9,,,,_untitled_54,,,-99,,7,8
-98.4622900897018,51.6785327552444,Lake,9,,,,_untitled_53,,,-99,,7,8
-99.7865928057203,51.2920326563205,Lake,9,,,,_untitled_52,,,-99,,7,8
-99.5610664760425,52.0909368973558,Lake,9,,,,_untitled_51,,,-99,,7,8
-80.9978317362461,48.4617215739495,Lake,9,,,,_untitled_50,,,-99,,7,8
-80.3295947587916,50.3101811102728,Lake,9,,,,_untitled_49,,,-99,,7,8
-85.2138778042046,52.3334929381124,Lake,9,,,,_untitled_48,,,-99,,7,8
-90.5938509113718,52.7882855145308,Lake,9,North Caribou Lake,N. Caribou L.,,,,,-99,,7,8
-77.2299511143359,49.7787066787366,Lake,9,,,,_untitled_47,,,-99,,7,8
-74.5416263678537,50.7917608222602,Lake,9,,,,_untitled_46,,,-99,,7,8
-75.550046793963,49.9370745791334,Lake,9,,,,_untitled_45,,,-99,,7,8
-74.9171105671318,49.9351612123071,Lake,9,,,,_untitled_44,,,-99,,7,8
-74.6980870985637,49.6422689058111,Lake,9,,,,_untitled_43,,,-99,,7,8
-74.9428075840415,49.310078988343,Lake,9,,,,_untitled_42,,,-99,,7,8
-75.1980593119946,49.4014790498174,Lake,9,,,,_untitled_41,,,-99,,7,8
-76.8463792490622,50.2323217986465,Lake,9,,,,_untitled_40,,,-99,,7,8
-55.9884655985308,48.1789848298395,Lake,9,,,,_untitled_39,,,-99,,7,8
-56.6693020930155,51.1062888921004,Lake,9,,,,_untitled_38,,,-99,,7,8
-58.3127118337553,52.4571258715077,Lake,9,,,,_untitled_37,,,-99,,7,8
-58.9509961162197,53.0585117832376,Lake,9,,,,_untitled_36,,,-99,,7,8
-70.101297558285,51.712237447801,Lake,9,Lake Pltipi,L. Pltipi,,,,,-99,,7,8
-70.2967587948276,53.850645649349,Lake,9,,,,_untitled_35,,,-99,,7,8
-70.0458022511887,53.5924883098545,Lake,9,,,,_untitled_34,,,-99,,7,8
-71.1210852272644,52.8751229320346,Lake,9,,,,_untitled_33,,,-99,,7,8
-74.0503845912346,53.412631828177,Lake,9,,,,_untitled_32,,,-99,,7,8
-76.6895195918065,52.7904932454843,Lake,9,,,,_untitled_30,,,-99,,7,8
-77.8616747926388,53.5049149820328,Lake,9,,,,_untitled_29,,,-99,,7,8
-77.7532838415689,54.1388281298109,Lake,9,,,,_untitled_28,,,-99,,7,8
-76.7972386898574,54.2893953808387,Lake,9,,,,_untitled_27,,,-99,,7,8
-76.9345326036436,54.3568047659519,Lake,9,,,,_untitled_26,,,-99,,7,8
-77.9857321655376,54.4521787431425,Lake,9,,,,_untitled_25,,,-99,,7,8
-78.3084745093221,54.7824552937843,Lake,9,,,,_untitled_24,,,-99,,7,8
-69.4057559832314,54.7627328972664,Lake,9,,,,_untitled_23,,,-99,,7,8
-70.7214075790988,54.7525773348804,Lake,9,,,,_untitled_22,,,-99,,7,8
-65.4888268262943,55.8814637624304,Lake,9,,,,_untitled_21,,,-99,,7,8
-68.4902711089737,56.2460337338829,Lake,9,,,,_untitled_20,,,-99,,7,8
-71.947800204052,55.9793398347016,Lake,9,,,,_untitled_19,,,-99,,7,8
-74.2052465586603,56.7095100520517,Lake,9,,,,_untitled_18,,,-99,,7,8
-75.5464217684118,58.646131644451,Lake,9,,,,_untitled_17,,,-99,,7,8
-73.7030465677999,60.0342056859404,Lake,9,,,,_untitled_16,,,-99,,7,8
-110.068695076104,54.5397520709642,Lake,9,,,,_untitled_15,,,-99,,7,8
-104.647926773283,54.9158022433749,Lake,9,,,,_untitled_14,,,-99,,7,8
-67.7659656419054,51.8582420548583,Lake,9,,,,_untitled_13,,,-99,,7,8
-63.8248734560706,52.2022065374116,Lake,9,,,,_untitled_12,,,-99,,7,8
-81.4937416645846,47.0745306248415,Lake,9,,,,_untitled_11,,,-99,,7,8
-79.0923852060118,46.9782735552694,Lake,9,Lake Kipawa,L. Kipawa,,,,,-99,,7,8
-76.2173755618582,44.753911028599,Lake,9,Big Rideau Lake,Big Rideau L.,,,,,-99,,7,8
-69.3409073953785,46.0061360254171,Lake,9,Chesuncook Lake,Chesuncook L.,,,,,-99,,7,8
-66.143612171532,52.6827559749541,Lake,9,,,,_untitled_10,,,-99,,7,8
-88.2010638846156,47.7258112561203,Lake,0,Lake Superior,L. Superior,Great Lakes,,,,-99,admin-0,1,3
-87.0887237694855,43.8784721145094,Lake,0,Lake Michigan,L. Michigan,Great Lakes,,,,-99,admin-0,1,3
-82.2883254798575,44.6859129152316,Lake,0,Lake Huron,L. Huron,Great Lakes,,,,-99,admin-0,1,3
-84.7869471602486,46.7139345691052,Lake,3,Whitefish Bay,Whitefish Bay,Great Lakes,,,,-99,admin-0,3,6
-83.5551217671337,43.9878283877388,Lake,3,Saginaw Bay,Saginaw Bay,Great Lakes,,,,-99,admin-0 more,3,6
-82.9010061337409,46.0432259054357,Lake,3,North Channel,North Ch.,Great Lakes,,,,-99,admin-0,3,6
-80.743894427573,45.2472653056717,Lake,2,Georgian Bay,Georgian Bay,Great Lakes,,,,-99,admin-0 more,2,5.7
31.6610064640249,60.8447373099974,Lake,0,Lake Ladoga,L. Ladoga,,Largest lake in Europe,,,-99,,1,3
73.9536678690764,45.9029613988575,Lake,0,Lake Balkhash,L. Balkhash,Balqash Kli,,,,-99,,1,3
108.158667462717,53.6310500105087,Lake,0,Lake Baikal,L. Baikal,,,,,-99,,1,3
31.0106470865374,1.70933908226209,Lake,0,Lake Albert,L. Albert,,,,,-99,admin-0,1,3
34.5146291819953,-11.9497451449016,Lake,0,Lake Malawi,L. Malawi,Lake Nyasa,,,,-99,admin-0,1,3
29.4617630636473,-6.07158789020933,Lake,0,Lake Tanganyika,L. Tanganyika,,,,,-99,admin-0,1,3
32.8656911023784,-1.26682942510266,Lake,0,Lake Victoria,L. Victoria,,,,,-99,admin-0,1,3
14.536013035928,13.0626691016034,Lake,1,Lake Chad,L. Chad,,,New or modified in version 1.3,,-99,admin-0 more,1.7,3.6
13.5935890349948,58.8826532206013,Lake,1,Vänern,Vänern,,Largest lake in Sweden,,,-99,,1.7,3.6
35.5581705402085,61.8904658716327,Lake,1,Lake Onega,L. Onega,,,,,-99,,1.7,3.6
37.2791252577465,11.961747266131,Lake,1,Lake Tana,L. Tana,,,,,-99,,1.7,3.6
-69.3539084730892,-15.9204228557807,Lake,1,Lago Titicaca,L. Titicaca,,,,,-99,admin-0 more,1.7,3.6
29.5353548497055,62.3271550542325,Lake,2,Lake Saimaa,L. Saimaa,,,,,-99,,2,3.7
35.2602551405118,-14.6331685278339,Lake,3,,,,_untitled_0,,,-99,,3,4
-72.5081832924622,-46.6558644619797,Lake,3,Lago Buenos Aires,L. Buenos Aires,,,,,-99,,3,4
-72.8253291043364,-41.1340349831803,Lake,3,Lago Llanquihue,L. Llanquihue,,,,,-99,,3,4
118.569170620568,33.2572256793445,Lake,3,Hongze Hu,Hongze Hu,,,,,-99,,3,4
100.488785487078,51.0301957652369,Lake,3,Khövsgöl Nuur,Khövsgöl Nuur,Khövsgöl dalai,,,,-99,,3,5
25.7360588615909,62.0926940269722,Lake,3,Pijnne,Pijnne,,,,,-99,,3,4
28.7130688672937,-9.00301305025006,Lake,3,Lac Moeru,L. Moeru,Lake Mweru,,,,-99,admin-0 more,3,4
132.432512845551,44.9368583336113,Lake,3,Lake Khanka,L. Khanka,"Xingkai Hu,  Ozero Khanka",,,,-99,admin-0 more,3,4
104.028409421416,12.8181996940206,Lake,3,Tonle Sap,Tonle Sap,,,,,-99,,3,4
27.8450214449235,58.0479837381194,Lake,3,Pskoyskoye Ozero,Pskoyskoye O.,,,,,-99,admin-0,3,4
71.1560570850281,68.034728297252,Lake,3,Ozero Yarroto Vtoroye,O. Yarroto Vtoroye,Lake Yarroto Vtoroye,,,,-99,,3,4
30.7383511258125,65.0392789395601,Lake,3,Lake Srednye Kuyto,L. Srednye Kuyto,,,,,-99,,3,4
76.977496240777,54.829995100316,Lake,4,Lake Chany,L. Chany,,,,,-99,,4,5
117.400697430298,48.9608159515012,Lake,4,Hulun Nuur,Hulun Nuur,"Hulun Lake, Dalai Lake",,,,-99,,4,5
29.7661309737593,-11.1427458903702,Lake,4,Lake Bangweulu,L. Bangweulu,,,,,-99,,4,5
27.8958543167737,69.068682293802,Lake,4,Inarijrvi,Inarijrvi,,,,,-99,,4,5
27.4899423644427,58.628175432696,Lake,4,Lake Peipus,L. Peipus,Lake Peipsi-Pihkva,,,,-99,admin-0,4,5
29.2384593025821,-2.03055715294578,Lake,4,Lake Kivu,L. Kivu,,,,,-99,admin-0,4,5
29.5933995152358,-0.382706769262683,Lake,4,Lake Edward,L. Edward,,,,,-99,admin-0,4,5
120.137632179972,31.237299038967,Lake,4,Tai Hu,Tai Hu,,,,,-99,,4,5
-73.0350305989512,-50.3181957496884,Lake,4,Lago Argentino,L. Argentino,,,,,-99,,4,5
90.5819859732769,30.725399821885,Lake,4,Nam Co,Nam Co,,,,,-99,,4,5
27.7601802593485,61.0064903978563,Lake,4,,,,_untitled_22,,,-99,,4,5
29.3018446991339,62.7217501666525,Lake,4,,,,_untitled_20,,,-99,,4,5
32.4083169525651,67.4470303174337,Lake,4,,,,_untitled_19,,,-99,,4,5
160.066872118509,69.3078531470965,Lake,4,Ozero Nerpich'ye,O. Nerpich'ye,Lake Nerpich'ye,,,,-99,,4,5
114.4357264977,30.0667600874279,Lake,4,,,,_untitled_17,,,-99,,4,5
114.43993099865,30.0679375439364,Lake,4,,,,_untitled_16,,,-99,,4,5
71.6009608796312,67.9526007057823,Lake,4,Ozero Yarroto Pervoye,O. Yarroto Pervoye,Lake Yarroto Pervoye,,,,-99,,4,5
70.3303213228656,70.0774681574823,Lake,4,Ozero Neyto,O. Neyto,Lake Neyto,,,,-99,,4,5
70.7973099682238,70.046707106197,Lake,4,Ozero Yambuto,O. Yambuto,Lake Yambuto,,,,-99,,4,5
70.4611511789626,70.1669548521303,Lake,4,,,,_untitled_15,,,-99,,4,5
81.3734781417772,46.0948868097473,Lake,4,,,,_untitled_14,,,-99,,4,5
35.1288822272226,63.3852469092073,Lake,4,Lake Vygozero,L. Vygozero,,,,,-99,,4,5
34.7911209706642,63.602634817094,Lake,4,Lake Vygozero,L. Vygozero,,,,,-99,,4,5
33.6674652500611,63.3452133879174,Lake,4,Lake Segozerskoye,L. Segozerskoye,,,,,-99,,4,5
29.9005205035888,63.1577034389345,Lake,4,Pielinen,Pielinen,,,,,-99,,4,5
32.1541695244003,65.6416951257351,Lake,4,Lake Topozero,L. Topozero,,,,,-99,,4,5
-72.9880964476431,-50.648177936203,Lake,4,,,,_untitled_5,,,-99,,4,5
87.0637809222392,41.9787932200652,Lake,4,Bosten Hu,Bosten Hu,,,,,-99,,4,5
84.2230559570121,47.7269887126289,Lake,4,,,,_untitled_4,,,-99,,4,5.1
33.1565571132648,1.63177413476289,Lake,4,,,,_untitled_3,,,-99,,4,5
30.9611819112339,62.0043847888327,Lake,4,,,,_untitled_2,,,-99,,4,5
28.8770569533104,61.6114086791119,Lake,4,,,,_untitled_1,,,-99,,4,5
116.059911173875,29.2634403844856,Lake,4,Poyang Hu,Poyang Hu,,,,,-99,,4,5
116.319407315094,30.0436525034481,Lake,4,Daguan Hu,Daguan Hu,,,,,-99,,4,5
116.175495153907,29.9752128438899,Lake,4,Long Hu,Long Hu,,,,,-99,,4,5
114.595457232754,30.2190935232185,Lake,4,Liangzi Hu,Liangzi Hu,,,,,-99,,4,5
88.9445894086267,31.7489038919218,Lake,4,Siling Co,Siling Co,,,,,-99,,4,5
92.3492946259029,48.0647715485124,Lake,4,Har Us Nuur,Har Us Nuur,,,,,-99,,4,5
90.2941093135216,40.5100634077417,Lake,4,Lop Nur,Lop Nur,,,,,-99,,4,5
6.25573208556318,46.3583427035301,Lake,4,Lake Geneva,L. Geneva,Lac Léman,,,,-99,admin-0 more,4,5
-6.41520206812821,54.6170226543363,Lake,4,Lough Neagh,Lough Neagh,,,,,-99,,4,5
14.4726866020948,58.3302789360387,Lake,4,Vättern,Vättern,,,,,-99,,4,5
100.721583470272,74.5022025344619,Lake,4,Lake Taymyr,L. Taymyr,,,,,-99,,4,5
149.121749294184,72.0306477320327,Lake,5,Ozero Mogotoyevo,O. Mogotoyevo,Lake Mogotoyevo,,,,-99,,4.7,6
89.3516023024013,37.5543532072126,Lake,5,Ayakkum Hu,Ayakkum Hu,,,,,-99,,4.7,6
14.4050667728909,63.0555590868198,Lake,5,Storsjön,Storsjön,,,,,-99,,4.7,6
9.33551637939705,47.6551638656087,Lake,5,Bodensee,Bodensee,Lake Constance,,,,-99,admin-0,4.7,6
32.8906484096303,1.49460045151955,Lake,5,Lake Kyoga,L. Kyoga,,,,,-99,,4.7,6
32.0730145286902,-7.84910567189391,Lake,5,Lake Rukwa,L. Rukwa,,,,,-99,,4.7,6
97.6887705754098,34.93613147844,Lake,5,Ngoring Hu,Ngoring Hu,,,,,-99,,4.7,6
119.3349768736,32.946524343157,Lake,5,Gaoyou Hu,Gaoyou Hu,,,,,-99,,4.7,6
87.7773795780516,69.7879610384482,Lake,5,Ozero Pyasino,O. Pyasino,Lake Pyasino,,,,-99,,4.7,6
98.9021745242572,2.61583341176407,Lake,5,Danau Toba,Danau Toba,Lake Toba,,,,-99,,4.7,6
26.7024720437629,61.803922818256,Lake,5,,,,_untitled_25,,,-99,,4.7,6
15.8289392919205,59.2379507220492,Lake,5,Hjälmaren,Hjälmaren,,,,,-99,,4.7,6
24.0734880472161,61.3784194724872,Lake,5,,,,_untitled_24,,,-99,,4.7,6
23.7034673863498,61.7572661041056,Lake,5,Pyhjrvi,Pyhjrvi,,,,,-99,,4.7,6
22.8503878155731,61.3363254023073,Lake,5,,,,_untitled_23,,,-99,,4.7,6
97.2557986141082,34.930685742088,Lake,5,Gyaring Hu,Gyaring Hu,,,,,-99,,4.7,6
26.5674488869358,63.1587337133795,Lake,5,,,,_untitled_22,,,-99,,4.7,6
26.0100878234235,61.6914757216917,Lake,5,,,,_untitled_21,,,-99,,4.7,6
81.2186863308164,30.7354082022075,Lake,5,Langa Co,Langa Co,,,,,-99,,4.7,6
81.4819457427692,30.6730030072556,Lake,5,Mapam Yumco,Mapam Yumco,,,,,-99,,4.7,6
37.6250596461211,60.2024347845961,Lake,5,Lake Beloye,L. Beloye,,,,,-99,,4.7,6
35.8049431974693,-3.58744902134517,Lake,5,Lake Manyara,L. Manyara,,,,,-99,,4.7,6
17.8228033337728,46.8833411242695,Lake,5,Lake Balaton,L. Balaton,,,,,-99,,4.7,6
-72.4146446306619,-40.2028140669993,Lake,5,Lago Ranco,L. Ranco,,,,,-99,,4.7,6
-72.6437947360833,-49.5970036382158,Lake,5,Lago Viedma,L. Viedma,,,,,-99,,4.7,6
18.0200903342623,-0.818660041544675,Lake,5,Lac Tumba,L. Tumba,,,,,-99,,4.7,6
30.9985581843863,63.7580590762196,Lake,5,,,,_untitled_17,,,-99,,4.7,6
116.454846660469,30.1719952628775,Lake,5,Po Hu,Po Hu,,,,,-99,,4.7,6
117.710671100062,47.8230986001373,Lake,5,Buyr Nuur,Buyr Nuur,Buir Nur,,,,-99,admin-0 more,4.7,6
83.0337954469874,31.5477060110273,Lake,5,Ngangla Ringeo,Ngangla Ringeo,,,,,-99,,4.7,6
86.5750817525851,31.0706889430105,Lake,5,Tangra Yumco,Tangra Yumco,,,,,-99,,4.7,6
79.595106352196,52.981094017802,Lake,5,Ozero Kulundinskoye,O. Kulundinskoye,Lake Kulundinskoye,,,,-99,,4.7,6
73.2831002005264,53.2329225285632,Lake,5,Siletitengiz Kli,Siletitengiz Kli,,,,,-99,,4.7,6
80.0393157593614,55.4768602696879,Lake,5,Ubinskoye Lake,Ubinskoye L.,,,,,-99,,4.7,6
38.7475768956149,61.3348535816717,Lake,5,,,,_untitled_16,,,-99,,4.7,6
28.6912654860212,66.1855328506109,Lake,5,,,,_untitled_15,,,-99,,4.7,6
