Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
Bosnia and Herzegovina,BIH,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3981743313782,96.2869232375956,96.3783627581792,96.4909806570575,96.6036588569068,96.7164056455155,96.8292210228835,96.942104989011,97.0550243105715,97.1678743489003,97.2805522208584,97.3929486335038,97.5049558045004,97.5619918016434,97.6617295799062,97.6601861252389,,,
Belarus,BLR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9032295974775,97.8983829661384,97.8935763070165,97.8888196131661,97.8973840579542,97.9061587837481,97.9151412158838,97.9243287796977,97.9337097656928,97.9433090037045,97.9530877230252,97.963121957959,97.9733886328009,97.9838908748348,97.9946149148329,98.0055556034675,,,
Belize,BLZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5721220556029,88.2015745053537,88.8322356687447,89.4639783626482,90.0968672359892,90.7310146688394,91.3662457469246,92.0026187750027,92.6401337530738,93.2788384122851,93.9186807920451,94.5607049332204,95.2047171888319,95.8506109153051,96.4982338526413,97.1288036440121,,,
Bermuda,BMU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9941429050383,99.9865593310404,99.9789757570425,99.9713921830446,99.9638086090467,99.9562250350488,99.948641461051,99.9410578870531,99.9334743130552,99.9258907390573,99.9183071650594,99.9107235910615,99.9031400170636,99.9031400170636,99.9031400170636,99.9031400170636,,,
Bolivia,BOL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.815286158362,79.8574320779834,80.8852594674246,81.8972958837162,82.8937593589413,83.8745179837807,84.8405042085937,85.7912507181311,86.7270191508925,87.6483629448908,88.5552228681676,89.4478605592227,90.3267858496519,91.1917494562893,92.0432757462034,92.8816263578936,,,
Brazil,BRA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.7065825960087,93.9943574620974,94.2689334681388,94.5376082047775,94.8002646267058,95.0570181678085,95.3081782632009,95.5538372599908,95.7940875052859,96.0286795172866,96.2580782543772,96.4825315869346,96.701073981552,96.9142165701678,97.2331021328487,97.4979425710048,,,
Barbados,BRB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5436836522728,98.5142182363637,98.4847528204546,98.4552874045455,98.4258219886364,98.3963565727273,98.3668911568182,98.3374257409091,98.307960325,98.2784949090909,98.2490294931818,98.2195640772728,98.1900986613636,98.1606332454546,98.1311678295455,98.1311678295455,,,
Brunei Darussalam,BRN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.49607,99.498476,99.500804,99.50306,99.505232,99.507338,99.509366,99.511322,99.513212,,,
Bhutan,BTN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9664301418957,82.3917213834109,83.7878267324741,85.1533933603994,86.4872155621216,87.7818653418424,88.9961057502913,90.1872732173635,91.3548845899571,92.4982569206581,93.6171529882966,94.7111379550803,95.7794478929319,96.8225111065726,97.5592585697312,97.5586608517347,,,
Botswana,BWA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8652288171052,77.2392661326024,77.4136385106089,77.5581290624981,77.7027129291309,77.8462713751684,77.9899231359494,78.1332952996942,78.276387866403,78.4188309242643,78.560626273259,78.7025131370162,78.8441216037247,78.9880242562423,79.0795347036166,79.1739852456857,,,
Central African Republic,CAF,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0902115240425,52.2233369539297,52.356511663765,52.489379265253,52.6219397583937,52.7604395974352,52.9044325087121,53.0541662690311,53.2091983499507,53.3697727830539,53.5357884472993,53.7071442216459,53.8837389850525,53.9645468876513,54.0510313784491,54.1438602913517,,,
Canada,CAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.7,99.6,99.5,99.4,99.3,99.2,99.1,99,98.9,,,
Central Europe and the Baltics,CEB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7676083164723,98.786664865726,98.8027748568157,98.8179452728997,98.834392273971,98.8525555828285,98.8684996141327,98.8838810804913,98.8995955600843,98.9154212904486,98.9156443882888,,,
Switzerland,CHE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Channel Islands,CHI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.15,94.15,94.15,94.15,94.15,94.15,94.15,,,
Chile,CHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2637443956406,95.6941887143687,96.1119650911381,96.516136769516,96.9077322246048,97.2872886236234,97.655196955259,98.0121803554259,98.3588823797093,98.695694016797,99.0231524339075,99.3418882045,99.6522923172619,99.9283803200383,100,100,,,
China,CHN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5007001403765,77.895259396487,79.5847380169246,81.2165080081906,82.7887148155189,84.2985434215533,85.7366210465026,87.10832189629,88.4185256803325,89.6655112712856,90.8496546254343,91.9702488351074,93.0251609072578,94.0163445019317,94.9464235908343,95.8180286239851,,,
Cote d'Ivoire,CIV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8624853477464,71.9096789873176,71.9600632091387,72.0129835005869,72.0684483626727,72.1254505234304,72.1853457636635,72.281947876455,72.3814062636047,72.4823523927932,72.5823580368371,72.6813849411888,72.7783493247874,72.8735501072425,72.966589190488,73.0574155684606,,,
Cameroon,CMR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3039204265153,55.9968359767019,56.6871029286376,57.3742646320193,58.0587481532725,58.7392367924678,59.416599474395,60.0886919917637,60.7563980613023,61.4184719843876,62.0757945193602,62.7275618259612,63.373818280007,64.0146082573138,64.6503824914091,65.2799662849759,,,
"Congo, Dem. Rep.",COD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3713565387894,34.8676150972709,35.3637801426527,35.8598360669377,36.3557672621293,36.8520593553105,37.349191036677,37.8466385262645,38.3453730782394,38.8438805820307,39.342637993612,39.8421153320699,40.3413083930224,40.8402015684729,41.3392648775077,41.8379936166031,,,
"Congo, Rep.",COG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8479670890701,57.1433528035375,57.5011168009645,57.8585598175882,58.8095579400356,59.7465292390349,60.669557722092,61.5793142342652,62.4741222704002,63.3547086805596,64.2211994760015,65.0731898354348,65.91084777387,66.7348441363661,67.5443272765877,68.3404568683904,,,
Colombia,COL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.043493550353,90.5248507136661,91.0001589191206,91.4694726040035,91.9330853100284,92.3905641927468,92.8422118667535,93.2880827693353,93.7282313377787,94.1627120093706,94.5915792213975,95.0148874111463,95.4325244945252,95.8447295759616,96.2309920693968,96.5220296857553,,,
Comoros,COM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3973494535261,86.202632449346,86.0070584434247,85.8106049175269,85.6133071694673,85.415740357336,85.2182100362833,85.0211897436508,84.8250172914807,84.6300724873626,84.4368258277149,84.2454854811265,84.0567325376414,83.8706455223951,83.6878343139154,83.7011875895908,,,
Cabo Verde,CPV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9035533904016,78.112460973627,78.3181776282046,78.5202775139486,79.2013918884195,79.8929500811443,80.5953229156861,81.3079383910468,82.0312075662767,82.7639663216364,83.5067962654317,84.2554519777553,85.0094103972763,85.6208183121093,85.83201712133,86.4593527322802,,,
Costa Rica,CRI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8657693928342,94.4226437010323,94.9552387392095,95.4635066667196,95.9479000517581,96.408372276033,96.8457512143716,97.2604319910762,97.6528767775893,98.0235154441378,98.3732423015119,98.7025542670783,99.011469064975,99.3014449704991,99.5633566542252,99.6978166775,,,
Caribbean small states,CSS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3065718160992,91.5765324089636,91.8437025657779,92.1311711091634,92.4190451778114,92.7051126613092,92.9913244150583,93.2778616296871,93.564718458256,93.8517870106144,94.1385274045681,94.4259821304016,94.6203886812738,94.7796560312168,94.9433551014174,95.0281891475157,,,
Cuba,CUB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0301900282371,93.2022034952391,93.3709707338678,93.5266835821757,93.670632520166,93.8132556604411,93.9547021865955,94.0949720986292,94.2340653965423,94.3718708520342,94.5085123451703,94.6439898759503,94.7783034443745,94.9113671256718,95.0438366885975,95.1755060166156,,,
Curacao,CUW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3727452154089,99.3727452154089,99.3727452154089,99.3727452154089,99.3727452154089,99.3727452154089,99.3727452154089,99.3727452154089,99.3727452154089,,,
Cayman Islands,CYM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,,,
Cyprus,CYP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Czech Republic,CZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8061246359138,99.8058269645152,99.811393103631,99.816976,99.8225783353465,99.8282001096705,99.833841322972,99.8395001386996,99.8451803708182,99.8508784870873,99.8565977380232,99.8623351548337,99.8680922923461,99.873884021237,99.8797031521929,99.8796801882532,,,
Germany,DEU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Djibouti,DJI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8437110266189,74.9898003100899,75.1357386901222,75.2815261667157,75.4271627398704,75.5723506841863,75.7176870907183,75.8628725938115,76.0079071934659,76.1524997253006,76.2989713030894,76.4467117137394,76.5962688406623,76.7470390317841,76.8995636094977,76.9224836211744,,,
Dominica,DMA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.475,93.75,94.025,94.3000000000001,94.575,94.85,95.125,95.4,95.675,95.95,96.225,96.5,96.5,96.5,96.5,96.5,,,
Denmark,DNK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Dominican Republic,DOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0932912019249,91.3096802969034,91.5202104390751,91.790197872984,92.0765116390255,92.3497162658955,92.61037592357,92.8584797572,93.0943107120207,93.3172334672302,93.5281091367248,93.7271240670728,93.9105812008379,94.0791124490457,94.23369610777,94.4770735981847,,,
Algeria,DZA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8372563972505,90.114598260506,90.3871694167866,90.6548018549403,90.917545032417,91.1752584144257,91.4281924412015,91.6762175684979,91.9195732460055,92.1567968308061,92.3883299265188,92.6143456342181,92.8349412923109,93.0503712598115,93.2608086377946,93.4664265273344,,,
East Asia & Pacific (excluding high income),EAP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7057086619193,78.2028365447726,79.5839542783056,80.9368789924735,82.2440691771281,83.5036888701651,84.7099464611597,85.8667122568757,86.9776895006261,88.0415340155582,89.0585236135993,90.0281978620272,90.9499570335365,91.8251812727237,92.6569403574499,93.4699829972657,,,
Early-demographic dividend,EAR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7002984479652,81.1717103135864,81.652266103016,82.1453798334542,82.6351796374585,83.1187987604957,83.5986907513992,84.073390416353,84.5469388584577,85.0102533373677,85.4935358016497,85.9468912321366,86.39513581274,86.7878264386242,87.2279997693157,87.6577672800066,,,
East Asia & Pacific,EAS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4258172908322,79.8754866986539,81.5397240101292,82.746883258349,83.9136568484186,85.0412782670971,86.1244161794943,87.1686520414727,88.1722288553089,89.1324181296384,90.0506216580621,90.9262237420474,91.7594576284582,92.5510198394538,93.3040773535049,94.0406030165013,,,
Europe & Central Asia (excluding high income),ECA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3028659283999,93.4042587654694,93.5828762763713,93.7704488855512,93.9584145857162,94.135692607244,94.3148568701616,94.4802707442375,94.6454999414554,94.7728946061673,94.9043028879617,95.0348348548971,95.1701323579072,95.6457023655692,95.8060105952927,95.9409125446133,,,
Europe & Central Asia,ECS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.661636671979,96.7230709972553,96.8234524669331,96.926700926859,97.029375177025,97.1611776364491,97.2512265436057,97.3371054490764,97.4214374900587,97.484136178877,97.547623469227,97.6064247480764,97.6708754811387,97.9660277869626,98.0374398607276,98.095764674794,,,
Ecuador,ECU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0987098842875,83.7825261954071,84.4331827186441,85.0616037524493,85.6902022483967,86.3187911829352,86.9473692116542,87.5763108297937,88.2052406458405,88.8341573153841,89.46324875825,90.0925149744379,90.7234772480174,91.3559557256246,91.9901508749127,92.609932220147,,,
"Egypt, Arab Rep.",EGY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2351369197194,98.2438115695811,98.2524678970039,98.2611059019877,98.2697255845327,98.2783269446388,98.286909982306,98.2947298862329,98.3020986242815,98.3094930964232,98.3168775678704,98.3242873750969,98.3320653275234,98.3401988782624,98.3486754804265,98.3574991600019,,,
Euro area,EMU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7003999209807,99.7164059289747,99.7330639460567,99.7497960498159,99.7665990911057,99.7834515568288,99.7997845174071,99.815613010765,99.8313955405338,99.8470103000607,99.8628134230869,99.8778550825482,99.8928576582011,99.8999824703505,99.9055631763141,99.906290751195,,,
